,original_text,polarity,score
3558,moldova summoned russia ambassador central military district head transnistria comment moldova URL ,-0.0291666666666666,negative
3559,nation earth would expected allow 700 people day storm border biden whoever URL ,0.2916666666666667,positive
3560,USER oh german politics entertaining want three way ,0.2708333333333333,positive
3561,footage ukrainian tank 4th rapid reaction brigade destroying russian lpr bmp battle URL ,-0.25,negative
3563,u treasury secretary yellen deal high inflation longer ,0.1,positive
3565,large fire russia yesterday another one today time taking roskosmos research facility URL ,0.35,positive
3567,korolyov another fire today college aerospace engineering technology URL ,0.5,positive
3568,defense industry related thing keep blowing russia two yesterday one far today really sh URL ,0.0681818181818181,positive
3569,year marathon lieu team runner representing martin richard foundation martin 20 year URL ,-0.13,negative
3570,inflation impacting local farm like tangerini millis request csa share owner lin URL ,-0.125,negative
3571,pick tulip includes tractor ride around ward berry farm tulip patch still early bu URL ,0.138095238095238,positive
3573,USER cosmetology teacher bree brown say thing blackhair teach student URL ,0.05,positive
3580,left mystic seaport monday afternoon one sail beam appeared scrape side control hous URL ,0.05,positive
3581,mayflower ii docked plymouth harbor arrived around 15 last night spending winter URL ,-0.1071428571428571,negative
3585,latoya gayle top left center kid amp pay child care college tuition gap URL ,0.5,positive
3586,two hundred parent kid childcare provider amp educator rallied boston common demanding state legi URL ,0.6000000000000001,positive
3589,USER student amp USER organizer artem laptiev told grandmother ukraine sleep go outside URL ,0.65,positive
3591,pic today standwithukraine rally boston common organized USER ukrainerussianwar URL ,0.5,positive
3592,waving yellow amp blue ukrainian flag thousand chanted close sky ban russian oil amp hand ukraine URL ,0.1363636363636363,positive
3593,third generation seamstress dianne veiga sews large ukrainian flag brewer banner design USER URL ,0.5,positive
3594,brewer banner design USER creates custom design flag russian invasion started URL ,0.5,positive
3595,love want u getbusy4birthcontrol URL ,-0.0625,negative
3596,workshop USER newton teach people make traditional ukrainian vinoks flower crown worn URL ,0.4,positive
3597,painted utility box jamaicaplain highlight endangered specie artist jovielle gers sa URL ,0.6,positive
3598,planet trouble human like lie fckn time climate crisis b URL ,0.2,positive
3602,live florida said gay time today far ,0.25,positive
3604,breaking USER trial unequivocally defines amp defends first amendment right american verbally pub URL ,-0.3125,negative
3605,objecting rigged election threat democracy rigging election ,0.7,positive
3609,USER twitter bid succeeds focus solving real problem make platform algorithm open URL ,0.0666666666666666,positive
3611,judge literally verge laughing URL ,0.26,positive
3612,god please let burst face tear joy URL ,-0.3,negative
3613,lawsuit marjorietaylorgreene frivolous anti democratic ,0.1,positive
3615,johnny depp fascinating human humor darkness fragility hope love shi URL ,-0.0333333333333333,negative
3619,happy friday topic evening include inflation ukraine biden energy elonmusk desantis disney URL ,0.1333333333333333,positive
3620,dylan thomas go gentle good night rage rage dying light URL ,0.4888888888888889,positive
3621,election fraud accusation democrat come next URL ,-0.1,negative
3622,middle finger medium light skin tone tches try closing leg URL ,0.25,positive
3625,let get straight people would freedom experiencing 1776 URL ,0.5,positive
3626,duly elected republican member congress assault democrat engaging total abuse jud URL ,0.1619047619047619,positive
3629,swamp support swamp surprised killary supporting corrupt USER literall URL ,0.0648148148148148,positive
3631,note date backhand index pointing medium light skin tone face tear joy USER URL URL ,0.3571428571428571,positive
3632,great note president trump arrived mail United States join campaign alaska gt URL URL ,0.3571428571428571,positive
3694,ironic power company get public utility commission grant rate increase cover highe URL ,-0.15,negative
3751,opinion thought balloon USER alienating parent surefire way educator undermine confidence public URL ,-0.1071428571428571,negative
3762,shanghai china largest city lockdown week food shortage anxious citizen draco URL ,0.4333333333333333,positive
3774,u influence latinamerica slipping ccp special report look beijing quietly URL ,0.3,positive
3778,america influence latinamerica slipping chinese regime chineseregime quietly taken URL ,0.0875,positive
3780,coalition humanrights organization asking federal body investigate several canadian company al URL ,0.85,positive
3782,month beijing signed contentious security deal solomonislands australian labor party URL ,-0.1,negative
3784,tlt stock big make sense realize since 95 u tax receipt beco URL ,0.5,positive
3786,long china need watch cny fall usd rub rise usd use cny oil gold URL ,-0.1,negative
3790,recession tell philly fed biz expectation index sank april lowest level since dec URL ,-0.0395833333333333,negative
3801,perhaps gold know bond yield keep rising point undermining growth fed forced URL ,-0.1071428571428571,negative
3826,hear ze german scream oh mein gott zew turned negative second month row coming 41 URL ,0.1363636363636363,positive
3848,sebastian steudtner german pro surfer rode wave 115 foot tall nazare portugal record breaking sur URL ,0.16,positive
3852,white house warns extraordinarily elevated inflation data URL ,0.8,positive
3858,scary URL ,0.4333333333333333,positive
3860,major row greek parliament zelensky feature neo nazi azov fighter address URL ,0.3,positive
3863,new video footage economic collapse happening peru right people upset high cost URL ,0.45,positive
3873,tally eu member hungary austria slovakia latvia paying russian gas supply rou URL ,0.3,positive
3875,anyone following following USER wrong give jonathan follow URL ,0.125,positive
3880,gold stage uptrend since june 2019 simple gold silver xauusd xagusd inflation URL ,0.3,positive
3885,full cycle reset 30 v year yield finally arrived 3rd time gold carved higher lower URL ,0.5,positive
3899,like hui gdx chart classic case investor chasing miner higher assumption longer ter URL ,0.5,positive
3900,whether hold 1900 go straight get bigger drop head higher ultimate destination URL ,0.3,positive
3901,feeling today price action take look gdxj may putting nothing URL ,0.25,positive
3903,gold would rocket 3550 think calling end precious metal bul URL ,-0.15,negative
3904,26 u federal debt must refinanced 2022 or6 trillion trillion coming next month ho URL ,-0.0318181818181818,negative
3906,meanwhile nasdaq index seeking hcl see sketch moving higher dch daily cycle URL ,-0.3666666666666666,negative
3907,gdx broken 10 day daily inclining trend line signal impending dcl like gold bounce URL ,-0.25,negative
3908,monthly gold chart show bullish structure right shoulder formed consolidation high volatil URL ,-0.1,negative
3911,nasdaq printing hcl spx testing hcl printed 12 apr like index struggle URL ,-0.2916666666666667,negative
3914,starting see bid bond oversold level positive implication growth sensitive ark stock hom URL ,0.5,positive
3916,pm going volatile whole way discount today gdx gift taking URL ,0.1666666666666666,positive
3925,two palestinian people critically injured 30 wounded including journalist amp medic israeli troop attack URL ,-0.15,negative
3926,nsw coalition government approves 500 00 hectare land clearing four year report USER muc URL ,-0.5,negative
3928,right brilliant people flushed face URL ,0.2555555555555555,positive
3929,100 emily side URL ,0.1363636363636363,positive
3931,good morning everyone except employer continue illegally discriminate amp refuse give unvaccinat URL ,0.8,positive
3941,government vaccine mandate based released health advice yet draconian mcgowan URL ,-0.3125,negative
3945,watch palestinian defying israeli occupation force point gun towards obstruct access URL ,-0.1,negative
3978,mr mayor end toddler mask mandate already URL ,-0.3166666666666667,negative
3983,u natural right god defend person liberty property frederic bastiat ,-0.0124999999999999,negative
3984,well well well unamused face URL ,-0.1,negative
3998,may one scarier chart wall street right even trader price aggressive path URL ,0.4333333333333333,positive
4003,anyone care million child acutely malnourished yemen right ,-0.1666666666666666,negative
4004,uk pm johnson say britain reopen embassy ukraine next week ,0.175,positive
4015,collection remember response URL ,1.0,positive
4020,important issue sd46 health climate inflation wage newyork ballstonlake ballstonspa URL ,-0.1,negative
4025,eric adam secrecy problem URL ,0.3333333333333333,positive
4032,two ex trump adviser steve bannon co defendant plead guilty defrauding donor build wall scheme URL ,0.7999999999999999,positive
4035,june 28th prove big organizing defeat big money need help backed URL ,-0.8,negative
4038,USER pledged tuesday release unspecified tax information refused say information woul URL ,0.390625,positive
4041,time member called progressive caucus tweet le leverage voting bloc URL ,-0.0625,negative
4043,two year since schitt creek ended get see noah reid broadway annie murphy russian doll URL ,-0.2,negative
4109,blog rassisten newsletter URL ,0.4,positive
4110,wcvb published video boston woman beaten ground group black youth youth accu URL ,-0.05,negative
4113,inflation impacting local farm like tangerini millis request csa share owner lin URL ,0.16,positive
4128,reflection earth day many environmental issue talk today resident alarmed becau URL ,0.3,positive
4129,orange line delay 10 minute northbound due signal problem ,-0.0777777777777777,negative
4153,boston celtic jaylen brown give lot credit game comeback win net headcoach URL ,-0.1,negative
4162,mccarthy totally false wanted trump resign jan URL ,-0.3125,negative
4166,biden administration dumping illegal immigrant community resource need URL ,0.0249999999999999,positive
4184,historical spotlight tax day USER historicalspotlight history taxday tax irs URL ,-0.075,negative
4187,USER trying save face right mid term ah little late point joe damage already done ,0.8,positive
4191,remember always deliver say ,0.2,positive
4199,giving hand sent 250 grocery diaper URL ,0.05,positive
4202,100 people need ,0.1111111111111111,positive
4233,yelena osipova brave survivor siege leningrad protesting st petersburg soldier lay URL ,0.16,positive
4235,russian pilot tell passenger belief war ukraine crime adding think sensible ci URL ,0.1666666666666666,positive
4236,love want u getbusy4birthcontrol URL ,0.44375,positive
4296,people saying fed showing u take stop inflation problem URL ,0.875,positive
4351,lol someone tried summon tesla via autopilot aviation trade show crashed million dol URL ,0.35,positive
4352,see berlin handy monetary figure compare number ukrainian civilian URL ,-0.8,negative
4354,salt river project 10 mw battery storage fire cause business evacuation chandler az battery storage URL ,0.1,positive
4360,extreme wildfire warning uk weekend met office predict 18c scorcher URL URL ,0.2,positive
4366,uk consumer confidence even lower 2008 financial crisis URL ,0.6933333333333334,positive
4368,liberal day like freedom threat democracy ,0.1363636363636363,positive
4369,disappointment spending money URL ,0.5268939393939394,positive
4373,happy nationalteaday party popper teapot URL ,0.5666666666666667,positive
4375,cop receives special award bravery dedication attack squirrel URL URL ,1.0,positive
4379,cross mark sir richard branson called 10mph cut speed limit save life ukraine defeat russia URL ,0.1363636363636363,positive
4380,new zealand shopper order grocery australia inflation soar URL ,-0.0714285714285714,negative
4383,know know URL ,0.125,positive
4386,widening french constituency vote le pen precisely work great goo URL ,0.3375,positive
4389,russia make another mariupol offer besieged ukrainian fighter exit azovstal steel plant time without URL ,-0.3666666666666667,negative
4392,yesterday powell claimed hot labor market great worker today gap stock 20 70 202 URL ,0.375,positive
4394,hostility mariupol focus azovstal plant remaining ukrainian troop reportedly holed URL ,0.5,positive
4397,think know could get moldova today expecting nato conflict URL ,1.0,positive
4398,going bulgaria serbia today feel like interference pietro benassi nato southern command URL ,1.0,positive
4403,founder infamous azov battalion andrei biletsky think killing civilian immortal regime URL ,-0.2,negative
4407,local pet find shelter kwazulu natal amid flood URL ,-0.1,negative
4416,USER asks liberal journalist upset parent want protect child URL ,-0.5,negative
4418,tremendous false flag attack washington post URL ,0.6,positive
4445,according wsj trillion biden stimulus wasteful nothing covid spent URL ,0.4,positive
4474,guess bartender wash replace mask URL ,0.5,positive
4480,believe future ,0.08,positive
4484,new germany producer price inflation jump 30 march highest level since 1949 ,0.125,positive
4493,put thing perspective last time inflation germany nov 1981 bundesbank ke URL ,0.1333333333333333,positive
4505,breaking eu parliament vote proof work ban via USER ,0.0909090909090909,positive
4510,one rarest thing ever happen internet someone admitting reply actually changed mind URL ,0.25,positive
4673,reserved spot attend 2022 supply chain procurement award may 18th register befo URL ,-0.3,negative
4683,join USER discus current state supply chain USER ceo USER URL ,0.85,positive
4688,always love way USER end every podcast interview chat USER good give forward URL ,0.2,positive
4693,congratulation USER nominated building sustainable future award URL ,0.35,positive
4694,sharing aspect via linkedin podcast interview conducted week one amp ramona URL ,-0.05,negative
4699,congratulation USER nominated technology trailblazer award learn roadie URL ,-0.3,negative
4702,latest freight forward way supply chain go q2 URL ,0.1,positive
4760,monthly utility bill alberta damn high rt agree ableg bringbacktheratecap ,0.9375,positive
4762,generational farming webinar october 7th join u october 7th 7pm latest agricultural webinars URL ,-0.125,negative
4773,seed barley testing graminearum recently brought company responsible dealing wit URL ,0.5,positive
4775,check farm transition webinar april 21st URL URL ,0.5,positive
4777,farm animal emergency preparedness plan central peace simply click link pdf copy URL ,-0.0333333333333333,negative
4779,farm saved seed engagement think reaction farmer across canada sent clear message farmer want ke URL ,-0.25,negative
4780,three day left register aisc 2021 URL URL ,-0.15,negative
4796,positive clubroot field one definitely sent confirmation maybe see 100 abou URL ,0.2083333333333333,positive
4798,farmer future glyphosate hand use glyphosate weed control dessicant wait unt URL ,0.0625,positive
4802,okay ask help crisis service canada call 833 456 4566 text 45645 resource visit URL ,0.05,positive
4819,USER USER let eat hermes scarf URL ,0.2,positive
4850,USER new investor coming big rocket rocket rocket wise wise move cheems brother OK hand OK hand OK hand URL ,0.0866666666666666,positive
4851,everyone love cheems guide dog red heart ,-0.3,negative
4852,USER USER go moon waxing crescent moon waxing crescent moon waxing crescent moon waxing crescent moon waxing crescent moon URL URL ,0.2,positive
4863,USER wow cheemsinu ath incoming rocket cinu till die gem stone raising hand fire rocket rocket rocket cheems cheemsinu bsc memetech cronos URL ,-0.8,negative
4871,USER might want add side effect ml ai URL ,0.525,positive
4893,pov 1998 turned ur nintendo 64 alien monster video game dolphin bonus sloppy musical keyboard improv end URL ,0.1,positive
4908,people talking oscar ugliest moment perspective john wayne held back six security guy URL ,0.4565340909090908,positive
4909,imagining smith hand getting comically large like everlong video URL ,-0.0897727272727272,negative
4960,got question ask dave kranzler founder investment research dynamic dave joining u sprott URL ,0.2083333333333333,positive
4993,zinc inventory nearing lowest level record london metal exchange getting interesting ,0.1363636363636363,positive
5008,using mtg section 14th amendment disqualifies office anyone sh URL ,0.5,positive
5010,true disney racist hate crime violation fl new anti bigotry law existing URL ,-0.4,negative
5014,yes support teaching child truth usa greatest freest best country human history URL ,0.4166666666666666,positive
5015,way URL ,-0.8,negative
5022,dylan thomas go gentle good night rage rage dying light URL ,0.2083333333333333,positive
5028,marjorie taylor green hearing exponentially greater threat democracy event january ,-0.15,negative
5029,one picture say URL ,0.2681818181818182,positive
5040,alice cooper talk decade sobriety christianity straight bed make cup coffee grab bible URL ,0.4,positive
5046,revealed google funded leading lab leak denier URL URL ,0.2428571428571428,positive
5056,USER way know enchanting hypocrisy pee eye say urine URL ,0.6,positive
5057,think sad truth matter proxy war sending large number ukrainian URL ,0.3,positive
5059,mariupol russia dnr spetsnaz suppressed neo nazi azov ukraine ian nationalguard regiment po URL ,0.35,positive
5064,USER USER USER never forget forgotten long ago URL ,-0.05,negative
5074,hannaford supermarket planning store operating 100 percent renewable energy 2024 one URL ,0.1363636363636363,positive
5143,goodnight everyone kind great friday ,0.2083333333333333,positive
5145,liberal day like freedom threat democracy ,0.1363636363636363,positive
5147,USER tried demonize protestors february 18 saw truly peaceful movement URL ,0.3,positive
5148,twitter bid succeeds defeat spam bot die trying ,-0.0897727272727272,negative
5152,called fundamentalist warning christian important let family consume junk tv URL ,0.6933333333333334,positive
5153,health canada banned corded window blind one accident involving child every year al URL ,-0.2133333333333333,negative
5159,check amazing gaming table game theory table USER ff ,0.4,positive
5166,fire crypto mafia 1500 nfts combination professional criminal skill playtoearn URL ,0.5666666666666667,positive
5167,rocket USER small orange diamond joining get 200 00 00 tourist star referral get 10 00 00 tourist trophy 100 URL ,1.0,positive
5171,ready fly musical note mint bell URL special wl amp holder 025 eth gem stone first weekend URL ,0.1,positive
5172,mother amp daughter citizen book early today camera flash globe showing Americas cherry blossom jlpw mothersday2022 atl blackownedbusiness URL ,0.4166666666666666,positive
5174,good morning folk sparkle URL ,0.2083333333333333,positive
5176,hello everyone something exciting begin nft nftcommunity solana ,0.2,positive
5178,check two war cursed lover available USER webstore brand new pair hi URL ,0.2,positive
5182,first castle minecraft minecraftbuilds castle gradient URL ,0.6933333333333334,positive
5183,come see building discord open URL rts writes URL ,0.4,positive
5184,URL USER new ape dorian steampunk polygonnft rt please play button URL URL ,0.1363636363636363,positive
5185,sparkle catless nice kid fire 5x wl spot USER 5x wl spot USER keycap follow USER URL ,0.5268939393939394,positive
5186,oversleep special price alarm clock today 16 00 gmt bell URL special wl amp holder 025 eth gem stone URL ,0.1333333333333333,positive
5190,buy dip koo 5m liquidity 90m daily volume 8m mc 2k holder check mark button month lp token lock caw cluk URL ,0.125,positive
5193,buy sbusd dextools price 001 shared URL URL URL ,0.1363636363636363,positive
5194,gm nftcommunity working community manager nft project currently looking discord URL ,0.3375,positive
5195,april 22 earthday environmental sustainability one key topic global debate surrounding URL ,-0.075,negative
5199,fire fire fire task force tango community long waiting launch task force tango launched fire fire fire con URL ,0.1916666666666666,positive
5306,totally incompetent disingenuous believing u could arrive low inflation low URL ,-0.1666666666666666,negative
5307,go neoliberal establishment calling massive global crackdown free speech enact ma URL ,0.7,positive
5308,coming economic amp financial development stoke flame commodity supercycle USER URL ,0.2675,positive
5310,tlt stock big make sense realize since 95 u tax receipt beco URL ,-0.25,negative
5316,long china need watch cny fall usd rub rise usd use cny oil gold URL ,0.4,positive
5321,ever see scene castaway tom hank knock abscessed tooth rock amp ice skate brent URL ,0.08,positive
5322,reason avoid censorship dangerous idea anyone idea dangerous klaus URL ,-0.0083333333333333,negative
5347,new USER analysis ass economic vulnerability 118 low amp middle income country amp mics ru URL ,0.8,positive
5349,miss learn trading africa auatexpo2020 URL ,0.3666666666666667,positive
5351,want transform impact research amp innovation people affected crisis globe showing Europe Africa global prioritisation URL ,0.3999999999999999,positive
5352,basketball team dakar ahead world cup qualifier USER URL rwanda URL ,-0.0318181818181818,negative
5354,information press release URL join force africa business council ensure private sect URL ,0.3,positive
5361,street dakar full jubilant fan making way airport welcome back home new URL ,0.6,positive
5362,zaria friday mosque impressive set traditional husa building technics design interpretation URL ,0.3833333333333333,positive
5364,go USER USER bernardine evaristo conquered british literature URL via USER ,0.15,positive
5369,greatgreenwall considers wetland vital biodiversity hotspot contribute immensely stabilizing URL ,0.4547619047619047,positive
5374,next time receive change cashier take look palm hand chance maya angelou wi URL ,0.0333333333333333,positive
5381,megaphone closing date application coming 30 january interested working humanitarian innovation fun URL ,-0.8,negative
5384,happy 80th birthday dr salim ahmed salim exemplary leader tanzania amp africa served unprecedented three te URL ,0.4166666666666666,positive
5399,10 year yield telling u high risk something breaking system gold silver URL ,0.1931818181818181,positive
5400,first time negative gamma entering market strongly small shift sentiment ,-0.075,negative
5404,gold investor bet fed war threatens paradigm shift URL USER USER URL ,0.8,positive
5406,may solve many manipulative issue step right direction big change far away ,0.1124999999999999,positive
5407,zinc even msm hide anymore metal shortage multiple key commodity URL ,0.2083333333333333,positive
5408,stock extend fall amp 500 00 pct ,-0.5,negative
5409,stock extend fall amp 500 00 pct ,-0.875,negative
5412,breaking news lme end gold silver future trading july URL ,0.1363636363636363,positive
5552,gold amp yen gold silver crypto uranium commodity inflation commoditywars currencywars URL ,0.3,positive
5647,everyone planet know fed resume qe stock market fall 12th month yappin URL ,-0.0095959595959596,negative
5682,israeli occupation force continue besiege palestinian woman inside dome rock chapel al aqsa mosqu URL ,0.2,positive
5717,list URL ,0.4000000000000001,positive
5719,USER join u talk confluence high inflation low unemployment URL ,0.0175,positive
5721,csb sju proud announce sydney walker csb junior named truman scholar watch learn th URL ,-0.0697916666666666,negative
5727,USER updated data nearly 27 million bird affected commercial flock URL ,0.1428571428571428,positive
5731,yuri gagarin became first human go space 61 year ago today sheer badassery good humor URL ,-0.2,negative
5773,anyone ever follow time new mexico governor botched million questionable ppe som URL ,-0.2125,negative
5781,inflation continues rise february mr president blame putin instigated thi URL ,0.1071428571428571,positive
5795,nm house republican extend sincere condolence family friend sonja lujan URL ,0.6454545454545455,positive
5800,mccarthy marjorie republican beginning realize word consequence ,-0.3888888888888889,negative
5801,boom jamie raskin said upcoming january hearing include damning information blow URL ,0.3666666666666667,positive
5804,kevin mccarthy talking lying URL ,0.7749999999999999,positive
5806,rt expose URL ,0.4125,positive
5807,president biden blasted modern republican party father republican party URL ,0.5,positive
5808,thinking face humm republican problem truth liar big problem knowledge URL ,0.05,positive
5811,democrat ohio redistricting commission say room 313 10 monday invite gop member URL ,0.3181818181818182,positive
5812,groomers URL ,0.8,positive
5813,one cocaine orgy URL ,0.3999999999999999,positive
5814,hello reader friend wanted know last book tour hope come URL ,0.175,positive
5818,oh dear URL ,0.1704545454545454,positive
5823,guess one USER job became u rep guessed used car salesman URL ,0.375,positive
5826,casual reminder 1861 11 senator representative expelled congress failing URL ,0.5,positive
5830,kevin mccarthy tape saying donald trump admitted guilty inciting insurrection ,0.7,positive
5831,today republican party tough mickey mouse soft insurrection ,0.25,positive
5833,end men USER URL ,0.5,positive
5835,USER wish adam schiff prosecutor sure would know respond objection URL ,0.7,positive
5838,fed hawkish point talking talking aggressiv URL ,0.8000000000000002,positive
5844,USER destroying food supply giving away oil reserve europe backhand index pointing medium light skin tone URL ,0.2166666666666666,positive
5845,author piece USER forgot mention people worried rent car URL ,0.7,positive
5846,fake gay URL ,0.8,positive
5848,flashback friday amberturd mepoo mysterious food plant fire earth day agenda 2030 environmentalism live 6p URL ,0.3928571428571428,positive
5849,bring back bee honeybee babylon bee still suspended twitter sign newsletter stay URL ,0.4333333333333333,positive
5850,baldwin rude awakening URL ,-0.6,negative
5851,biden far gone URL ,0.2,positive
5852,USER wrong robby morgan republican voter decide election politi URL ,1.0,positive
5853,USER say entirely right let party know feel persistent URL ,0.5,positive
5856,everybody get sticker ferrousfriday USER URL ,0.8,positive
5858,single nation commitment end destructive da asat testing slow decade space militarization URL ,0.75,positive
5863,bad flirting scientist reveal putting tactic including slimy approach swea URL ,0.2833333333333333,positive
5864,happy earth day commie URL ,0.5,positive
5865,feel like 15 devotee testicle tanning treatment touted tucker carlson masculinity doc URL ,0.2111111111111111,positive
5869,cell phone ejaculating idea good time atwitterstory URL ,-0.2,negative
5870,today mark anniversary battle san jacinto general sam houston decisive victory securing URL ,0.1,positive
5872,loobin jeffrey toobin zoom session lasted longer cnnplus ,0.1363636363636363,positive
5873,disney corporation individual 1st amendment constitutional right URL ,0.3999999999999999,positive
5875,new iniquitous california bill ab 223 legalize infanticide killing baby 28 day old people URL ,-0.1333333333333333,negative
5877,doctor may look reimbursement system say know make lot money URL ,0.0999999999999999,positive
5879,fun friday demonic guard plucked fun newspeace live close 10 10 ct URL ,-0.9,negative
5880,love military hero URL ,0.225,positive
5882,USER life sucess ,0.1363636363636363,positive
5884,bishop bonnici guest author USER column week talk love resurre URL ,0.75,positive
5885,biden calling insurrection left civil war URL ,-0.05,negative
5887,happy friday topic evening include inflation ukraine biden energy elonmusk desantis disney URL ,0.55,positive
5890,2012 USER opposed putting tariff china instead supported diplomatic solution placing URL ,-0.25,negative
5893,31 house democrat objected george bush election certification 2004 house democrat objected dona URL ,0.1875,positive
5896,prayer pope francis prayer URL ,0.1,positive
5901,biden admin speaks cuban official slowing tide illegal immigration URL oann ,0.325,positive
5915,sen grassley reiterates call hhs dhs official testify consequence lifting title 42 URL oann ,0.78125,positive
5916,judicial watch asks state dept damning hunter biden message URL oann ,0.1666666666666666,positive
5923,donald trump endorse senate candidate josh mandel trump jr offense mandel URL ,0.8,positive
5928,truth social powered rumble cloud USER ready onboard million user URL ,-0.25,negative
5930,beautiful church run street world desire bear joy gosp URL ,0.1181818181818181,positive
5934,party put kamala office black female brand leapfrog ga URL ,0.0333333333333333,positive
5935,let warning ceo across america since release internal video exposing disney plan URL ,0.4666666666666666,positive
5936,good keep politics personal lifestyle choice office URL ,-0.5,negative
5940,american tired paying gas grocery bidenflation ,0.0895833333333333,positive
5941,dems happy URL ,0.3666666666666667,positive
5944,tune real america tonight 8pm est 5pm pst URL ,0.1166666666666666,positive
5945,USER never tried convicted insurrection due process accusation insurrecti URL ,-0.0333333333333333,negative
5947,USER count several neighbor family friend army marine air force navy coast URL ,0.65,positive
5949,USER USER god bless fellow vet work harder shameful ,0.5,positive
5950,dummy also 2004 scott received honorary doctorate st thomas christian college URL ,0.2,positive
5952,idea republican frankly condescending voter honestly disgusting URL ,0.5,positive
5953,rep marjorie taylor greene forced testify today j6 fake insurrection yet democrat lik URL ,-0.0318181818181818,negative
5956,ordered month emergency food feel unsafe biden weak dangerous leadership ,0.2857142857142857,positive
5958,contacted advised one veteran assisted attempted suicide please pray maurice commu URL ,0.8,positive
5959,USER purchasing food amp water put bin hope use URL ,-0.2,negative
5961,USER good friend mine gotten know marjorie family tell URL ,0.3625,positive
5965,swear god USER better absolutely destroy dems come back power never see traitor pelo URL ,-0.2296875,negative
5966,even joking anymore like listening escapee nursing home URL ,0.25,positive
5967,still democracy governed law nobody law lock degenerate as URL ,0.2,positive
5970,marjorie taylor greene right freedom political speech every american citizen URL ,0.25,positive
5971,governor kristi noem torch biden cnn producer tweet network premium service shuts URL ,0.7,positive
5977,dylan thomas go gentle good night rage rage dying light URL ,0.3,positive
5979,republican governor stepping biden failed protect southern border URL ,0.35,positive
5980,USER USER USER USER hi considered accept cryptocurrency customer URL ,0.35,positive
5981,USER fcf working crypto payment gateway large portion transaction fee URL ,1.0,positive
5984,USER USER fcf french finance connection right URL ,-0.2,negative
5986,USER fcf french finance connection guy big thing year fcfpay live best cr URL ,-0.8,negative
5991,USER fcf french finance connection guy big thing year fcfpay live best cr URL ,0.2,positive
5995,USER fcf french finance connection guy big thing year fcfpay live best cryp URL ,0.0666666666666666,positive
5996,USER fcf french finance connection guy big thing year fcfpay live best URL ,0.7,positive
5997,USER fcf french finance connection guy big thing year fcfpay live best URL ,-0.3,negative
5998,USER fcf french finance connection guy big thing year fcfpay live best URL ,-0.8,negative
6001,USER ready written fcf pay everybody know smiling face sunglass ,-0.1033333333333333,negative
6002,USER easy fcf ,0.3333333333333333,positive
6003,USER USER exciting 31 24h heading huge burn URL ,-0.0133928571428571,negative
6004,USER accept crypto coin payment ecommerce physical store hemp marijuana URL ,-0.1458333333333333,negative
6005,USER today top 25 coin red USER green 22 fcf real utility URL ,0.0625,positive
6007,USER businessowner looking way accept crypto keep payment paying le URL ,-0.0177777777777777,negative
6014,empower business today expanding cryptopayments pay get paid bitcoin fcfpay btc URL ,0.1,positive
6019,USER 40 since tweet yesterday aped tweeted done well smiling face sunglass eye breaking URL ,0.375,positive
6021,USER go far fcf hottest project speak fcfpay crypto magic URL ,0.2444444444444444,positive
6022,USER 40 since tweet yesterday aped tweeted done well smiling face sunglass eye breaking URL ,-0.1714285714285714,negative
6024,different kind cryptocurrencies circulation fcf fcfpay crypto cryptocurrecy empoweringcrypto ,0.2,positive
6027,keep telling investor look high metal price boosting top line another example URL ,0.5,positive
6063,forget urge read real anthony fauci right better us court URL ,0.15,positive
6065,eased covid 19 restriction URL ,0.1111111111111111,positive
6066,beloved government reduced sap budget increased budget personal security gave th URL ,0.25,positive
6106,good green Malta ecdc today URL ,0.3333333333333333,positive
6120,probably nothing chief financial officer moderna pfizer left position last day ,0.2222222222222222,positive
6137,moar war moar bio warfare news premature aging long hauler amp sars induced proteinopathy live URL ,0.16,positive
6151,germany rough time producer price URL ,0.1130952380952381,positive
6155,think reported anywhere else reading right devastating URL ,0.1363636363636363,positive
6169,exclusive carrie johnson ensuring boris remains committed ludicrous net zero claim christine hamilton desktop computer URL ,0.5,positive
6171,another 875 00 go might prevent one itu admission URL ,0.3,positive
6175,fill joy URL ,-0.8,negative
6183,fucking hero URL ,0.2083333333333333,positive
6190,president obama challenge 1m debate covid 19 misinformation URL ,0.0625,positive
6209,passion truth rising cost proclaiming truth christian must unite faith URL ,0.5,positive
6216,doxxed private citizen extended family people mean online URL ,0.5,positive
6218,decent people remaining bezos owned washpost publicly privately condemn outlet doxing att URL ,0.625,positive
6226,faithful pastor replaceable part church machinery gift church christ eph URL ,-0.3,negative
6229,USER board salary bid succeeds 3m year saved right ,-0.1555555555555555,negative
6230,also indoor plumbing air conditioning URL ,0.1666666666666666,positive
6234,persuaded neither death life angel principality power thing present th URL ,0.625,positive
6235,delivered first importance also received christ died sin accordance wi URL ,0.0936507936507936,positive
6237,people love deeply took last breath earth last month easter give hope URL ,0.1148148148148148,positive
6240,USER amen folded hand ,0.1,positive
6243,lot white liberal journalist upset idea african american owning twitter ,0.025,positive
6296,trade union commonly accused promoting consumerism 40h workweek good life environmental URL ,-0.1555555555555555,negative
6298,container shipping company made record profit 2021 80 billion whole decade 20 URL ,-0.1583333333333333,negative
6300,woman economist supporting woman economist buddy rose USER USER URL ,-0.2,negative
6302,full statement president trump removal twitter URL ,0.4166666666666666,positive
6317,happy friday topic evening include inflation ukraine biden energy elonmusk desantis disney URL ,0.36,positive
